"","ID","Group","Response_time","Accuracy","Side","Direction","View","Angle","RT","Block","Reject_trial"
"4334","P12","Right-hand",2317.8,1,"Left","Down","Dorsal","180",2317.8,3,"no"
"4335","P12","Right-hand",1592.5,1,"Right","Medial","Palmar","270",1592.5,3,"no"
"4336","P12","Right-hand",1245.6,1,"Right","Lateral","Palmar","90",1245.6,3,"no"
"4337","P12","Right-hand",921.1,1,"Left","Up","Dorsal","0",921.1,3,"no"
"4338","P12","Right-hand",1752.3,1,"Right","Down","Dorsal","180",1752.3,3,"no"
"4339","P12","Right-hand",883.5,1,"Left","Lateral","Palmar","45",883.5,3,"no"
"4340","P12","Right-hand",1199.5,1,"Right","Lateral","Dorsal","90",1199.5,3,"no"
"4341","P12","Right-hand",824.7,1,"Left","Up","Palmar","0",824.7,3,"no"
"4342","P12","Right-hand",2867.1,1,"Left","Down","Palmar","180",2867.1,3,"no"
"4343","P12","Right-hand",1507.6,1,"Right","Lateral","Palmar","45",1507.6,3,"no"
"4344","P12","Right-hand",1994.4,1,"Right","Up","Dorsal","0",1994.4,3,"no"
"4345","P12","Right-hand",2070,1,"Left","Medial","Dorsal","225",2070,3,"no"
"4346","P12","Right-hand",975.5,1,"Left","Medial","Palmar","270",975.5,3,"no"
"4347","P12","Right-hand",1715.1,1,"Left","Lateral","Dorsal","90",1715.1,3,"no"
"4348","P12","Right-hand",1582.8,1,"Right","Medial","Dorsal","315",1582.8,3,"no"
"4349","P12","Right-hand",1776.8,1,"Right","Lateral","Dorsal","45",1776.8,3,"no"
"4350","P12","Right-hand",2110.6,1,"Left","Down","Dorsal","180",2110.6,3,"no"
"4351","P12","Right-hand",1829.3,1,"Right","Up","Palmar","0",1829.3,3,"no"
"4352","P12","Right-hand",1993.5,1,"Right","Lateral","Dorsal","135",1993.5,3,"no"
"4353","P12","Right-hand",1641.7,1,"Left","Medial","Palmar","225",1641.7,3,"no"
"4354","P12","Right-hand",1671.1,1,"Left","Medial","Dorsal","225",1671.1,3,"no"
"4355","P12","Right-hand",1108.7,1,"Right","Medial","Dorsal","270",1108.7,3,"no"
"4356","P12","Right-hand",2115.5,1,"Left","Lateral","Palmar","90",2115.5,3,"no"
"4357","P12","Right-hand",1752.9,1,"Right","Lateral","Palmar","135",1752.9,3,"no"
"4358","P12","Right-hand",1995.1,1,"Right","Medial","Dorsal","225",1995.1,3,"no"
"4359","P12","Right-hand",1711.5,1,"Right","Lateral","Palmar","90",1711.5,3,"no"
"4360","P12","Right-hand",1655.7,1,"Right","Lateral","Dorsal","90",1655.7,3,"no"
"4361","P12","Right-hand",1304.5,1,"Left","Medial","Dorsal","270",1304.5,3,"no"
"4362","P12","Right-hand",1059.4,1,"Left","Lateral","Palmar","45",1059.4,3,"no"
"4363","P12","Right-hand",821.2,1,"Left","Medial","Dorsal","315",821.2,3,"no"
"4364","P12","Right-hand",728.6,1,"Left","Medial","Palmar","315",728.6,3,"no"
"4365","P12","Right-hand",763.2,1,"Left","Medial","Palmar","270",763.2,3,"no"
"4366","P12","Right-hand",1769.1,1,"Left","Lateral","Dorsal","135",1769.1,3,"no"
"4367","P12","Right-hand",1720.8,1,"Left","Lateral","Dorsal","90",1720.8,3,"no"
"4368","P12","Right-hand",1459,1,"Right","Medial","Palmar","270",1459,3,"no"
"4369","P12","Right-hand",889.1,1,"Right","Lateral","Palmar","45",889.1,3,"no"
"4370","P12","Right-hand",2752.9,1,"Left","Lateral","Dorsal","45",2752.9,3,"no"
"4371","P12","Right-hand",1434,1,"Right","Medial","Dorsal","315",1434,3,"no"
"4372","P12","Right-hand",1878.4,1,"Left","Down","Palmar","180",1878.4,3,"no"
"4373","P12","Right-hand",1605.7,1,"Left","Up","Palmar","0",1605.7,3,"no"
"4374","P12","Right-hand",1933.3,1,"Right","Up","Dorsal","0",1933.3,3,"no"
"4375","P12","Right-hand",1584.8,1,"Right","Down","Dorsal","180",1584.8,3,"no"
"4376","P12","Right-hand",1499.8,1,"Right","Medial","Palmar","315",1499.8,3,"no"
"4377","P12","Right-hand",2141.4,1,"Left","Up","Dorsal","0",2141.4,3,"no"
"4378","P12","Right-hand",2931.9,1,"Left","Medial","Dorsal","225",2931.9,4,"no"
"4379","P12","Right-hand",1427.6,1,"Right","Medial","Palmar","270",1427.6,4,"no"
"4380","P12","Right-hand",1008.1,1,"Left","Up","Palmar","0",1008.1,4,"no"
"4381","P12","Right-hand",1316.6,1,"Right","Lateral","Palmar","135",1316.6,4,"no"
"4382","P12","Right-hand",1132.7,1,"Right","Medial","Dorsal","315",1132.7,4,"no"
"4383","P12","Right-hand",1122,1,"Right","Lateral","Palmar","45",1122,4,"no"
"4384","P12","Right-hand",1245.6,1,"Right","Medial","Dorsal","270",1245.6,4,"no"
"4385","P12","Right-hand",794.9,1,"Left","Lateral","Palmar","45",794.9,4,"no"
"4386","P12","Right-hand",2099.1,1,"Left","Medial","Palmar","225",2099.1,4,"no"
"4387","P12","Right-hand",1049.9,1,"Left","Lateral","Dorsal","45",1049.9,4,"no"
"4388","P12","Right-hand",1832.2,1,"Left","Lateral","Palmar","135",1832.2,4,"no"
"4389","P12","Right-hand",894.3,1,"Left","Medial","Palmar","270",894.3,4,"no"
"4390","P12","Right-hand",2002.8,1,"Left","Down","Dorsal","180",2002.8,4,"no"
"4391","P12","Right-hand",2518.9,1,"Left","Medial","Dorsal","315",2518.9,4,"no"
"4392","P12","Right-hand",2859.1,1,"Left","Lateral","Palmar","90",2859.1,4,"no"
"4393","P12","Right-hand",1848.5,1,"Right","Down","Palmar","180",1848.5,4,"no"
"4394","P12","Right-hand",1342.2,1,"Left","Lateral","Dorsal","90",1342.2,4,"no"
"4395","P12","Right-hand",1686.5,1,"Right","Medial","Palmar","315",1686.5,4,"no"
"4396","P12","Right-hand",1557.3,1,"Right","Down","Dorsal","180",1557.3,4,"no"
"4397","P12","Right-hand",1426.2,1,"Right","Lateral","Dorsal","135",1426.2,4,"no"
"4398","P12","Right-hand",1505.2,1,"Right","Medial","Palmar","225",1505.2,4,"no"
"4399","P12","Right-hand",1906.3,1,"Right","Lateral","Dorsal","90",1906.3,4,"no"
"4400","P12","Right-hand",2337.5,1,"Right","Medial","Dorsal","225",2337.5,4,"no"
"4401","P12","Right-hand",1117.2,1,"Right","Up","Palmar","0",1117.2,4,"no"
"4402","P12","Right-hand",1378.3,1,"Right","Lateral","Dorsal","45",1378.3,4,"no"
"4403","P12","Right-hand",1443.7,0,"Left","Up","Dorsal","0",1443.7,4,"no"
"4404","P12","Right-hand",2806.7,1,"Left","Lateral","Dorsal","135",2806.7,4,"no"
"4405","P12","Right-hand",920.1,1,"Left","Medial","Palmar","315",920.1,4,"no"
"4406","P12","Right-hand",1281.7,1,"Right","Up","Dorsal","0",1281.7,4,"no"
"4407","P12","Right-hand",1916.4,1,"Right","Medial","Palmar","270",1916.4,4,"no"
"4408","P12","Right-hand",1251.2,1,"Left","Lateral","Dorsal","135",1251.2,4,"no"
"4409","P12","Right-hand",1986.1,1,"Left","Up","Dorsal","0",1986.1,4,"no"
"4410","P12","Right-hand",1432.8,1,"Right","Lateral","Palmar","90",1432.8,4,"no"
"4411","P12","Right-hand",2145.8,1,"Left","Lateral","Palmar","45",2145.8,4,"no"
"4412","P12","Right-hand",1381.5,1,"Left","Lateral","Palmar","90",1381.5,4,"no"
"4413","P12","Right-hand",1512,1,"Right","Medial","Palmar","225",1512,4,"no"
"4414","P12","Right-hand",2306.7,1,"Left","Medial","Palmar","225",2306.7,4,"no"
"4415","P12","Right-hand",2440.6,1,"Left","Lateral","Palmar","135",2440.6,4,"no"
"4416","P12","Right-hand",782.6,1,"Left","Up","Palmar","0",782.6,4,"no"
"4417","P12","Right-hand",2465.6,1,"Right","Lateral","Dorsal","90",2465.6,4,"no"
"4418","P12","Right-hand",1262.3,1,"Left","Medial","Palmar","270",1262.3,4,"no"
"4419","P12","Right-hand",1177.1,1,"Right","Up","Dorsal","0",1177.1,4,"no"
"4420","P12","Right-hand",1986.9,1,"Left","Down","Palmar","180",1986.9,4,"no"
"4421","P12","Right-hand",2152.6,1,"Right","Medial","Dorsal","270",2152.6,4,"no"
"4422","P12","Right-hand",2147.9,1,"Right","Lateral","Dorsal","135",2147.9,4,"no"
"4423","P12","Right-hand",1346.1,1,"Left","Medial","Dorsal","225",1346.1,4,"no"
"4424","P12","Right-hand",978.6,1,"Left","Medial","Palmar","315",978.6,4,"no"
"4425","P12","Right-hand",1761.8,1,"Right","Down","Dorsal","180",1761.8,4,"no"
"4426","P12","Right-hand",1216.1,1,"Left","Medial","Dorsal","270",1216.1,4,"no"
"4427","P12","Right-hand",2001.5,1,"Left","Lateral","Dorsal","90",2001.5,4,"no"
"4428","P12","Right-hand",1732,1,"Left","Lateral","Dorsal","45",1732,4,"no"
"4429","P12","Right-hand",1567.8,1,"Right","Lateral","Palmar","45",1567.8,4,"no"
"4430","P12","Right-hand",1350,1,"Right","Medial","Palmar","315",1350,4,"no"
"4431","P12","Right-hand",2884,1,"Right","Lateral","Palmar","135",2884,4,"no"
"4432","P12","Right-hand",850.8,1,"Left","Medial","Dorsal","315",850.8,4,"no"
"4433","P12","Right-hand",1110.8,1,"Right","Medial","Dorsal","315",1110.8,4,"no"
"4434","P12","Right-hand",1449.8,1,"Right","Lateral","Dorsal","45",1449.8,4,"no"
"4435","P12","Right-hand",1374.1,1,"Right","Down","Palmar","180",1374.1,4,"no"
"4436","P12","Right-hand",1390.5,1,"Right","Medial","Dorsal","225",1390.5,4,"no"
"4437","P12","Right-hand",1145.1,1,"Right","Up","Palmar","0",1145.1,4,"no"
"4438","P12","Right-hand",1921,1,"Left","Down","Dorsal","180",1921,4,"no"
"4439","P12","Right-hand",1154.5,1,"Left","Lateral","Palmar","45",1154.5,4,"no"
"4440","P12","Right-hand",913.3,1,"Left","Lateral","Dorsal","90",913.3,4,"no"
"4441","P12","Right-hand",1055.7,1,"Left","Medial","Dorsal","225",1055.7,4,"no"
"4442","P12","Right-hand",1322.3,1,"Right","Up","Dorsal","0",1322.3,4,"no"
"4443","P12","Right-hand",1628.7,1,"Right","Lateral","Palmar","90",1628.7,4,"no"
"4444","P12","Right-hand",1261.3,1,"Right","Lateral","Dorsal","90",1261.3,4,"no"
"4445","P12","Right-hand",1042.6,1,"Right","Up","Palmar","0",1042.6,4,"no"
"4446","P12","Right-hand",2031.9,1,"Left","Lateral","Dorsal","45",2031.9,4,"no"
"4447","P12","Right-hand",936.4,1,"Right","Lateral","Palmar","45",936.4,4,"no"
"4448","P12","Right-hand",2349.5,1,"Right","Lateral","Dorsal","45",2349.5,4,"no"
"4449","P12","Right-hand",1209.6,1,"Left","Medial","Dorsal","315",1209.6,4,"no"
"4450","P12","Right-hand",1091.5,1,"Right","Medial","Palmar","225",1091.5,4,"no"
"4451","P12","Right-hand",1133.4,1,"Left","Up","Palmar","0",1133.4,4,"no"
"4452","P12","Right-hand",2244.1,1,"Right","Down","Dorsal","180",2244.1,4,"no"
"4453","P12","Right-hand",2993.9,1,"Left","Up","Dorsal","0",2993.9,4,"no"
"4454","P12","Right-hand",791.8,1,"Left","Medial","Palmar","315",791.8,4,"no"
"4455","P12","Right-hand",2593.9,1,"Left","Lateral","Palmar","135",2593.9,4,"no"
"4456","P12","Right-hand",1815.2,1,"Left","Medial","Palmar","270",1815.2,4,"no"
"4457","P12","Right-hand",844.8,1,"Right","Medial","Palmar","270",844.8,4,"no"
"4458","P12","Right-hand",1897.6,1,"Left","Medial","Palmar","225",1897.6,4,"no"
"4459","P12","Right-hand",1948.5,1,"Left","Down","Palmar","180",1948.5,4,"no"
"4460","P12","Right-hand",2788.4,1,"Right","Medial","Dorsal","225",2788.4,4,"no"
"4461","P12","Right-hand",1226.2,1,"Left","Down","Dorsal","180",1226.2,4,"no"
"4462","P12","Right-hand",1376.7,1,"Right","Medial","Dorsal","315",1376.7,4,"no"
"4463","P12","Right-hand",1141.2,1,"Right","Medial","Palmar","315",1141.2,4,"no"
"4464","P12","Right-hand",1633.1,1,"Right","Lateral","Dorsal","135",1633.1,4,"no"
"4465","P12","Right-hand",2381.8,1,"Left","Medial","Dorsal","270",2381.8,4,"no"
"4466","P13","Bimanual",784,1,"Right","Lateral","Dorsal","45",784,1,"no"
"4467","P13","Bimanual",704.7,1,"Left","Down","Palmar","180",704.7,1,"no"
"4468","P13","Bimanual",754.5,1,"Left","Medial","Palmar","270",754.5,1,"no"
"4469","P13","Bimanual",771,1,"Right","Lateral","Palmar","45",771,1,"no"
"4470","P13","Bimanual",713.4,1,"Right","Medial","Dorsal","315",713.4,1,"no"
"4471","P13","Bimanual",682.4,0,"Right","Up","Palmar","0",682.4,1,"no"
"4472","P13","Bimanual",849.8,1,"Left","Up","Dorsal","0",849.8,1,"no"
"4473","P13","Bimanual",866.4,0,"Left","Medial","Palmar","315",866.4,1,"no"
"4474","P13","Bimanual",1369.6,0,"Left","Lateral","Palmar","90",1369.6,1,"no"
"4475","P13","Bimanual",1013.9,1,"Right","Up","Dorsal","0",1013.9,1,"no"
"4476","P13","Bimanual",760.8,1,"Left","Medial","Palmar","225",760.8,1,"no"
"4477","P13","Bimanual",1117.1,1,"Left","Lateral","Dorsal","90",1117.1,1,"no"
"4478","P13","Bimanual",1099.4,0,"Left","Up","Palmar","0",1099.4,1,"no"
"4479","P13","Bimanual",1034.6,1,"Right","Medial","Dorsal","225",1034.6,1,"no"
"4480","P13","Bimanual",834.5,0,"Right","Lateral","Palmar","90",834.5,1,"no"
"4481","P13","Bimanual",1113.5,1,"Right","Lateral","Dorsal","135",1113.5,1,"no"
"4482","P13","Bimanual",1017.3,1,"Right","Lateral","Palmar","135",1017.3,1,"no"
"4483","P13","Bimanual",1434.8,0,"Left","Medial","Dorsal","315",1434.8,1,"no"
"4484","P13","Bimanual",1096.4,0,"Left","Lateral","Palmar","45",1096.4,1,"no"
"4485","P13","Bimanual",1420,1,"Left","Lateral","Dorsal","135",1420,1,"no"
"4486","P13","Bimanual",927.4,1,"Left","Lateral","Palmar","135",927.4,1,"no"
"4487","P13","Bimanual",615.8,1,"Left","Medial","Dorsal","270",615.8,1,"no"
"4488","P13","Bimanual",1470.2,1,"Left","Medial","Dorsal","225",1470.2,1,"no"
"4489","P13","Bimanual",1430.5,1,"Right","Medial","Palmar","315",1430.5,1,"no"
"4490","P13","Bimanual",1172.9,1,"Right","Down","Dorsal","180",1172.9,1,"no"
"4491","P13","Bimanual",986.4,1,"Right","Lateral","Dorsal","90",986.4,1,"no"
"4492","P13","Bimanual",745.4,1,"Right","Medial","Palmar","270",745.4,1,"no"
"4493","P13","Bimanual",1235.2,1,"Right","Medial","Dorsal","270",1235.2,1,"no"
"4494","P13","Bimanual",744.8,1,"Right","Medial","Palmar","225",744.8,1,"no"
"4495","P13","Bimanual",1234.7,1,"Left","Down","Dorsal","180",1234.7,1,"no"
"4496","P13","Bimanual",1187.3,0,"Right","Down","Palmar","180",1187.3,1,"no"
"4497","P13","Bimanual",1198.3,0,"Left","Lateral","Dorsal","45",1198.3,1,"no"
"4498","P13","Bimanual",786.6,1,"Left","Lateral","Dorsal","90",786.6,1,"no"
"4499","P13","Bimanual",1333.7,1,"Left","Medial","Palmar","315",1333.7,1,"no"
"4500","P13","Bimanual",1617.8,0,"Left","Medial","Dorsal","225",1617.8,1,"no"
"4501","P13","Bimanual",1567.4,1,"Left","Lateral","Palmar","135",1567.4,1,"no"
"4502","P13","Bimanual",1330.3,1,"Right","Lateral","Palmar","90",1330.3,1,"no"
"4503","P13","Bimanual",897,1,"Right","Up","Dorsal","0",897,1,"no"
"4504","P13","Bimanual",661,1,"Left","Medial","Dorsal","315",661,1,"no"
"4505","P13","Bimanual",1165,1,"Left","Medial","Palmar","270",1165,1,"no"
"4506","P13","Bimanual",984,1,"Right","Medial","Palmar","270",984,1,"no"
"4507","P13","Bimanual",747.4,1,"Right","Medial","Dorsal","315",747.4,1,"no"
"4508","P13","Bimanual",1280.7,1,"Left","Up","Palmar","0",1280.7,1,"no"
"4509","P13","Bimanual",1032.8,1,"Right","Medial","Dorsal","225",1032.8,1,"no"
"4510","P13","Bimanual",1099.1,1,"Left","Medial","Dorsal","270",1099.1,1,"no"
"4511","P13","Bimanual",1269.3,1,"Right","Down","Dorsal","180",1269.3,1,"no"
"4512","P13","Bimanual",1047.2,1,"Right","Up","Palmar","0",1047.2,1,"no"
"4513","P13","Bimanual",1399.2,1,"Left","Lateral","Dorsal","135",1399.2,1,"no"
"4514","P13","Bimanual",915.6,0,"Left","Lateral","Palmar","45",915.6,1,"no"
"4515","P13","Bimanual",1332.2,0,"Right","Lateral","Dorsal","135",1332.2,1,"no"
"4516","P13","Bimanual",716.6,1,"Left","Up","Dorsal","0",716.6,1,"no"
"4517","P13","Bimanual",836.4,0,"Left","Down","Dorsal","180",836.4,1,"no"
"4518","P13","Bimanual",739.7,1,"Left","Lateral","Dorsal","45",739.7,1,"no"
"4519","P13","Bimanual",1299.1,0,"Right","Down","Palmar","180",1299.1,1,"no"
"4520","P13","Bimanual",1156.7,1,"Right","Medial","Palmar","315",1156.7,1,"no"
"4521","P13","Bimanual",927.7,1,"Right","Lateral","Dorsal","45",927.7,1,"no"
"4522","P13","Bimanual",1085.2,0,"Right","Lateral","Palmar","135",1085.2,1,"no"
"4523","P13","Bimanual",982.3,1,"Right","Lateral","Dorsal","90",982.3,1,"no"
"4524","P13","Bimanual",917.6,0,"Left","Down","Palmar","180",917.6,1,"no"
"4525","P13","Bimanual",1269.3,1,"Left","Medial","Palmar","225",1269.3,1,"no"
"4526","P13","Bimanual",599.9,0,"Right","Medial","Palmar","225",599.9,1,"no"
"4527","P13","Bimanual",1197.9,1,"Right","Medial","Dorsal","270",1197.9,1,"no"
"4528","P13","Bimanual",1218.6,0,"Left","Lateral","Palmar","90",1218.6,1,"no"
"4529","P13","Bimanual",1002.3,0,"Right","Lateral","Palmar","45",1002.3,1,"no"
"4530","P13","Bimanual",1571.6,1,"Right","Lateral","Palmar","135",1571.6,1,"no"
"4531","P13","Bimanual",1409.4,1,"Right","Up","Palmar","0",1409.4,1,"no"
"4532","P13","Bimanual",899.5,1,"Left","Medial","Palmar","270",899.5,1,"no"
"4533","P13","Bimanual",862.9,1,"Right","Lateral","Dorsal","45",862.9,1,"no"
"4534","P13","Bimanual",1012.7,0,"Right","Lateral","Palmar","90",1012.7,1,"no"
"4535","P13","Bimanual",1254.7,1,"Right","Medial","Palmar","270",1254.7,1,"no"
"4536","P13","Bimanual",867.5,0,"Left","Lateral","Palmar","45",867.5,1,"no"
"4537","P13","Bimanual",820.4,1,"Left","Lateral","Palmar","90",820.4,1,"no"
"4538","P13","Bimanual",1204.5,0,"Left","Down","Palmar","180",1204.5,1,"no"
"4539","P13","Bimanual",1513.9,1,"Right","Down","Dorsal","180",1513.9,1,"no"
"4540","P13","Bimanual",945.1,1,"Left","Lateral","Dorsal","90",945.1,1,"no"
"4541","P13","Bimanual",795.9,1,"Right","Medial","Dorsal","315",795.9,1,"no"
"4542","P13","Bimanual",780.9,1,"Left","Medial","Palmar","225",780.9,1,"no"
"4543","P13","Bimanual",1520.9,1,"Right","Medial","Palmar","315",1520.9,1,"no"
"4544","P13","Bimanual",967,1,"Right","Medial","Dorsal","270",967,1,"no"
"4545","P13","Bimanual",695.7,1,"Left","Medial","Dorsal","315",695.7,1,"no"
"4546","P13","Bimanual",1289.2,1,"Left","Up","Dorsal","0",1289.2,1,"no"
"4547","P13","Bimanual",1604.2,1,"Right","Lateral","Palmar","45",1604.2,1,"no"
"4548","P13","Bimanual",865,1,"Left","Up","Palmar","0",865,1,"no"
"4549","P13","Bimanual",1027.7,1,"Left","Medial","Dorsal","270",1027.7,1,"no"
"4550","P13","Bimanual",1428.6,1,"Left","Lateral","Palmar","135",1428.6,1,"no"
"4551","P13","Bimanual",964.6,1,"Left","Lateral","Dorsal","45",964.6,1,"no"
"4552","P13","Bimanual",800.3,1,"Right","Up","Dorsal","0",800.3,1,"no"
"4553","P13","Bimanual",896,1,"Left","Medial","Palmar","315",896,1,"no"
"4554","P13","Bimanual",1364.2,1,"Right","Lateral","Dorsal","90",1364.2,1,"no"
"4555","P13","Bimanual",1117.9,1,"Left","Medial","Dorsal","225",1117.9,1,"no"
"4556","P13","Bimanual",1081.1,1,"Right","Medial","Dorsal","225",1081.1,1,"no"
"4557","P13","Bimanual",861.5,1,"Left","Lateral","Dorsal","135",861.5,1,"no"
"4558","P13","Bimanual",1198.4,1,"Right","Lateral","Dorsal","135",1198.4,1,"no"
"4559","P13","Bimanual",1082.1,0,"Right","Down","Palmar","180",1082.1,1,"no"
"4560","P13","Bimanual",1626.9,0,"Left","Down","Dorsal","180",1626.9,1,"no"
"4561","P13","Bimanual",1296,1,"Right","Medial","Palmar","225",1296,1,"no"
"4562","P13","Bimanual",963.7,1,"Left","Medial","Dorsal","225",963.7,2,"no"
"4563","P13","Bimanual",1098.9,0,"Right","Lateral","Palmar","135",1098.9,2,"no"
"4564","P13","Bimanual",879.4,1,"Left","Medial","Dorsal","270",879.4,2,"no"
"4565","P13","Bimanual",846.1,0,"Left","Down","Palmar","180",846.1,2,"no"
"4566","P13","Bimanual",777.8,1,"Right","Medial","Dorsal","315",777.8,2,"no"
"4567","P13","Bimanual",900.4,0,"Right","Lateral","Dorsal","90",900.4,2,"no"
"4568","P13","Bimanual",617.7,1,"Left","Up","Dorsal","0",617.7,2,"no"
"4569","P13","Bimanual",902,1,"Right","Medial","Dorsal","225",902,2,"no"
"4570","P13","Bimanual",1476,1,"Right","Lateral","Dorsal","135",1476,2,"no"
"4571","P13","Bimanual",683.6,1,"Right","Up","Dorsal","0",683.6,2,"no"
"4572","P13","Bimanual",742.5,1,"Left","Lateral","Dorsal","90",742.5,2,"no"
"4573","P13","Bimanual",1028.8,1,"Left","Lateral","Palmar","90",1028.8,2,"no"
"4574","P13","Bimanual",613.5,1,"Right","Lateral","Dorsal","45",613.5,2,"no"
"4575","P13","Bimanual",1015.7,1,"Right","Medial","Palmar","270",1015.7,2,"no"
"4576","P13","Bimanual",667,1,"Left","Lateral","Dorsal","45",667,2,"no"
"4577","P13","Bimanual",1063.1,1,"Right","Medial","Palmar","315",1063.1,2,"no"
"4578","P13","Bimanual",802,1,"Right","Up","Palmar","0",802,2,"no"
"4579","P13","Bimanual",1296,1,"Left","Down","Dorsal","180",1296,2,"no"
"4580","P13","Bimanual",1049.9,1,"Left","Lateral","Palmar","135",1049.9,2,"no"
"4581","P13","Bimanual",886.1,1,"Left","Medial","Palmar","270",886.1,2,"no"
"4582","P13","Bimanual",1582.3,1,"Left","Lateral","Dorsal","135",1582.3,2,"no"
"4583","P13","Bimanual",910.8,1,"Right","Medial","Palmar","225",910.8,2,"no"
"4584","P13","Bimanual",845.8,1,"Right","Medial","Dorsal","270",845.8,2,"no"
"4585","P13","Bimanual",638.5,1,"Left","Medial","Dorsal","315",638.5,2,"no"
"4586","P13","Bimanual",1250.9,1,"Left","Medial","Palmar","225",1250.9,2,"no"
"4587","P13","Bimanual",1127,1,"Right","Lateral","Palmar","45",1127,2,"no"
"4588","P13","Bimanual",612.5,1,"Left","Medial","Palmar","315",612.5,2,"no"
"4589","P13","Bimanual",837.2,1,"Left","Lateral","Palmar","45",837.2,2,"no"
"4590","P13","Bimanual",667,1,"Right","Lateral","Palmar","90",667,2,"no"
"4591","P13","Bimanual",1666.7,1,"Right","Down","Dorsal","180",1666.7,2,"no"
"4592","P13","Bimanual",1010,0,"Right","Down","Palmar","180",1010,2,"no"
"4593","P13","Bimanual",829,1,"Left","Up","Palmar","0",829,2,"no"
"4594","P13","Bimanual",581.2,1,"Right","Lateral","Palmar","45",581.2,2,"no"
"4595","P13","Bimanual",795.4,1,"Right","Lateral","Dorsal","45",795.4,2,"no"
"4596","P13","Bimanual",646.3,0,"Right","Medial","Palmar","225",646.3,2,"no"
"4597","P13","Bimanual",901.9,1,"Right","Medial","Palmar","270",901.9,2,"no"
"4598","P13","Bimanual",1051.1,1,"Right","Lateral","Palmar","90",1051.1,2,"no"
"4599","P13","Bimanual",944.5,1,"Left","Lateral","Palmar","90",944.5,2,"no"
"4600","P13","Bimanual",1331.6,1,"Left","Medial","Dorsal","225",1331.6,2,"no"
"4601","P13","Bimanual",930.1,0,"Left","Lateral","Palmar","135",930.1,2,"no"
"4602","P13","Bimanual",635.2,1,"Left","Medial","Dorsal","315",635.2,2,"no"
"4603","P13","Bimanual",878.4,1,"Left","Medial","Palmar","270",878.4,2,"no"
"4604","P13","Bimanual",770.1,1,"Left","Up","Palmar","0",770.1,2,"no"
"4605","P13","Bimanual",843.9,1,"Right","Lateral","Dorsal","90",843.9,2,"no"
"4606","P13","Bimanual",1215.7,0,"Right","Down","Palmar","180",1215.7,2,"no"
"4607","P13","Bimanual",812.8,1,"Left","Medial","Dorsal","270",812.8,2,"no"
"4608","P13","Bimanual",702.5,0,"Left","Down","Dorsal","180",702.5,2,"no"
"4609","P13","Bimanual",751.8,1,"Left","Up","Dorsal","0",751.8,2,"no"
"4610","P13","Bimanual",965.1,1,"Right","Up","Palmar","0",965.1,2,"no"
"4611","P13","Bimanual",897.7,1,"Right","Medial","Dorsal","225",897.7,2,"no"
"4612","P13","Bimanual",544.1,1,"Right","Medial","Dorsal","315",544.1,2,"no"
"4613","P13","Bimanual",666.4,1,"Left","Medial","Palmar","315",666.4,2,"no"
"4614","P13","Bimanual",596.6,1,"Right","Up","Dorsal","0",596.6,2,"no"
"4615","P13","Bimanual",519.5,1,"Right","Medial","Dorsal","270",519.5,2,"no"
"4616","P13","Bimanual",933.5,1,"Left","Lateral","Dorsal","90",933.5,2,"no"
"4617","P13","Bimanual",714.5,1,"Right","Medial","Palmar","315",714.5,2,"no"
"4618","P13","Bimanual",882.7,0,"Left","Down","Palmar","180",882.7,2,"no"
"4619","P13","Bimanual",510.6,1,"Left","Lateral","Dorsal","45",510.6,2,"no"
"4620","P13","Bimanual",940.4,0,"Left","Lateral","Dorsal","135",940.4,2,"no"
"4621","P13","Bimanual",1130.7,0,"Right","Lateral","Dorsal","135",1130.7,2,"no"
"4622","P13","Bimanual",786.5,1,"Right","Down","Dorsal","180",786.5,2,"no"
"4623","P13","Bimanual",1211.4,0,"Right","Lateral","Palmar","135",1211.4,2,"no"
"4624","P13","Bimanual",828.6,1,"Left","Lateral","Palmar","45",828.6,2,"no"
"4625","P13","Bimanual",621,0,"Left","Medial","Palmar","225",621,2,"no"
"4626","P13","Bimanual",1030.1,1,"Right","Medial","Palmar","225",1030.1,2,"no"
"4627","P13","Bimanual",1196.8,1,"Left","Medial","Dorsal","270",1196.8,2,"no"
"4628","P13","Bimanual",1267.3,0,"Right","Down","Palmar","180",1267.3,2,"no"
"4629","P13","Bimanual",700.9,1,"Right","Medial","Dorsal","315",700.9,2,"no"
"4630","P13","Bimanual",779.3,1,"Left","Up","Palmar","0",779.3,2,"no"
"4631","P13","Bimanual",633.9,1,"Right","Medial","Dorsal","270",633.9,2,"no"
"4632","P13","Bimanual",998.3,1,"Right","Lateral","Palmar","90",998.3,2,"no"
"4633","P13","Bimanual",602.7,1,"Right","Lateral","Palmar","45",602.7,2,"no"
"4634","P13","Bimanual",730,1,"Right","Lateral","Dorsal","90",730,2,"no"
"4635","P13","Bimanual",556.5,1,"Right","Up","Dorsal","0",556.5,2,"no"
"4636","P13","Bimanual",727.5,1,"Left","Lateral","Palmar","90",727.5,2,"no"
"4637","P13","Bimanual",826.4,1,"Right","Medial","Palmar","270",826.4,2,"no"
"4638","P13","Bimanual",1179,1,"Left","Lateral","Dorsal","90",1179,2,"no"
"4639","P13","Bimanual",574.5,1,"Left","Up","Dorsal","0",574.5,2,"no"
"4640","P13","Bimanual",954.6,0,"Left","Down","Dorsal","180",954.6,2,"no"
