"","ID","Group","Response_time","Accuracy","Side","Direction","View","Angle","RT","Block","Reject_trial"
"1","P01","Right-hand",1328.1,0,"Right","Lateral","Palmar","135",1328.1,1,"no"
"2","P01","Right-hand",1525.5,0,"Left","Medial","Palmar","315",1525.5,1,"no"
"3","P01","Right-hand",2079.2,1,"Left","Lateral","Palmar","45",2079.2,1,"no"
"4","P01","Right-hand",1346.1,1,"Left","Lateral","Dorsal","45",1346.1,1,"no"
"5","P01","Right-hand",1698.7,1,"Right","Lateral","Palmar","90",1698.7,1,"no"
"6","P01","Right-hand",1137.1,1,"Left","Medial","Palmar","225",1137.1,1,"no"
"7","P01","Right-hand",1532.2,0,"Right","Medial","Palmar","315",1532.2,1,"no"
"8","P01","Right-hand",1508.8,1,"Right","Up","Dorsal","0",1508.8,1,"no"
"9","P01","Right-hand",1130.5,1,"Left","Lateral","Dorsal","135",1130.5,1,"no"
"10","P01","Right-hand",1545.3,1,"Left","Down","Palmar","180",1545.3,1,"no"
"11","P01","Right-hand",1508.9,1,"Left","Lateral","Palmar","90",1508.9,1,"no"
"12","P01","Right-hand",1154.8,1,"Left","Lateral","Dorsal","90",1154.8,1,"no"
"13","P01","Right-hand",2263,1,"Right","Lateral","Palmar","45",2263,1,"no"
"14","P01","Right-hand",1535.9,1,"Right","Medial","Dorsal","315",1535.9,1,"no"
"15","P01","Right-hand",1321.7,1,"Right","Down","Dorsal","180",1321.7,1,"no"
"16","P01","Right-hand",1521.1,1,"Right","Up","Palmar","0",1521.1,1,"no"
"17","P01","Right-hand",962.3,1,"Left","Medial","Dorsal","270",962.3,1,"no"
"18","P01","Right-hand",1508.2,1,"Right","Lateral","Dorsal","135",1508.2,1,"no"
"19","P01","Right-hand",1512.6,0,"Left","Medial","Dorsal","225",1512.6,1,"no"
"20","P01","Right-hand",1006.3,1,"Right","Medial","Dorsal","225",1006.3,1,"no"
"21","P01","Right-hand",1146,1,"Left","Up","Palmar","0",1146,1,"no"
"22","P01","Right-hand",961.7,1,"Right","Lateral","Dorsal","45",961.7,1,"no"
"23","P01","Right-hand",955.3,1,"Left","Medial","Dorsal","315",955.3,1,"no"
"24","P01","Right-hand",1149.1,1,"Right","Medial","Dorsal","270",1149.1,1,"no"
"25","P01","Right-hand",954,1,"Right","Lateral","Dorsal","90",954,1,"no"
"26","P01","Right-hand",1712.9,1,"Right","Medial","Palmar","270",1712.9,1,"no"
"27","P01","Right-hand",1532.8,1,"Left","Medial","Palmar","270",1532.8,1,"no"
"28","P01","Right-hand",1330.3,0,"Right","Down","Palmar","180",1330.3,1,"no"
"29","P01","Right-hand",948.1,1,"Left","Up","Dorsal","0",948.1,1,"no"
"30","P01","Right-hand",955.1,0,"Left","Down","Dorsal","180",955.1,1,"no"
"31","P01","Right-hand",1153.4,1,"Right","Medial","Palmar","225",1153.4,1,"no"
"32","P01","Right-hand",2079.8,1,"Left","Lateral","Palmar","135",2079.8,1,"no"
"33","P01","Right-hand",788.3,1,"Left","Medial","Palmar","270",788.3,1,"no"
"34","P01","Right-hand",1347.5,0,"Right","Lateral","Dorsal","45",1347.5,1,"no"
"35","P01","Right-hand",2286.7,1,"Left","Lateral","Palmar","45",2286.7,1,"no"
"36","P01","Right-hand",1135.8,1,"Left","Up","Dorsal","0",1135.8,1,"no"
"37","P01","Right-hand",1337.6,1,"Left","Medial","Palmar","315",1337.6,1,"no"
"38","P01","Right-hand",1141.7,1,"Right","Medial","Palmar","225",1141.7,1,"no"
"39","P01","Right-hand",758.6,1,"Right","Lateral","Palmar","45",758.6,1,"no"
"40","P01","Right-hand",952.5,1,"Left","Lateral","Dorsal","45",952.5,1,"no"
"41","P01","Right-hand",1155,1,"Left","Medial","Dorsal","315",1155,1,"no"
"42","P01","Right-hand",1138,1,"Right","Medial","Dorsal","270",1138,1,"no"
"43","P01","Right-hand",1521.8,1,"Right","Up","Palmar","0",1521.8,1,"no"
"44","P01","Right-hand",1515.5,1,"Left","Medial","Dorsal","225",1515.5,1,"no"
"45","P01","Right-hand",1130.3,1,"Right","Down","Palmar","180",1130.3,1,"no"
"46","P01","Right-hand",1528.4,1,"Right","Medial","Palmar","315",1528.4,1,"no"
"47","P01","Right-hand",1316.2,0,"Right","Medial","Dorsal","225",1316.2,1,"no"
"48","P01","Right-hand",1731.3,1,"Right","Lateral","Dorsal","135",1731.3,1,"no"
"49","P01","Right-hand",1158.1,0,"Right","Lateral","Palmar","90",1158.1,1,"no"
"50","P01","Right-hand",1331.8,1,"Right","Lateral","Dorsal","90",1331.8,1,"no"
"51","P01","Right-hand",767.4,1,"Right","Medial","Dorsal","315",767.4,1,"no"
"52","P01","Right-hand",1706.8,1,"Left","Down","Dorsal","180",1706.8,1,"no"
"53","P01","Right-hand",1136.5,1,"Left","Up","Palmar","0",1136.5,1,"no"
"54","P01","Right-hand",953.2,1,"Right","Up","Dorsal","0",953.2,1,"no"
"55","P01","Right-hand",1534.8,1,"Left","Down","Palmar","180",1534.8,1,"no"
"56","P01","Right-hand",768.7,1,"Left","Medial","Palmar","225",768.7,1,"no"
"57","P01","Right-hand",2073,1,"Left","Medial","Dorsal","270",2073,1,"no"
"58","P01","Right-hand",1142.9,0,"Left","Lateral","Palmar","90",1142.9,1,"no"
"59","P01","Right-hand",1522.8,1,"Left","Lateral","Dorsal","135",1522.8,1,"no"
"60","P01","Right-hand",954.3,1,"Left","Lateral","Dorsal","90",954.3,1,"no"
"61","P01","Right-hand",1881.6,1,"Right","Down","Dorsal","180",1881.6,1,"no"
"62","P01","Right-hand",1525.6,0,"Right","Medial","Palmar","270",1525.6,1,"no"
"63","P01","Right-hand",1576.9,1,"Left","Lateral","Palmar","135",1576.9,1,"no"
"64","P01","Right-hand",1322.8,1,"Left","Lateral","Dorsal","45",1322.8,1,"no"
"65","P01","Right-hand",1329,1,"Right","Lateral","Dorsal","90",1329,1,"no"
"66","P01","Right-hand",1504.3,1,"Right","Lateral","Dorsal","45",1504.3,1,"no"
"67","P01","Right-hand",1710.1,0,"Right","Lateral","Palmar","90",1710.1,1,"no"
"68","P01","Right-hand",956.9,1,"Left","Medial","Palmar","315",956.9,1,"no"
"69","P01","Right-hand",1525.2,1,"Right","Lateral","Dorsal","135",1525.2,1,"no"
"70","P01","Right-hand",2473.2,1,"Left","Medial","Dorsal","225",2473.2,1,"no"
"71","P01","Right-hand",947.9,1,"Left","Up","Dorsal","0",947.9,1,"no"
"72","P01","Right-hand",1141.7,1,"Right","Medial","Palmar","225",1141.7,1,"no"
"73","P01","Right-hand",944.4,1,"Right","Medial","Palmar","270",944.4,1,"no"
"74","P01","Right-hand",1138.8,0,"Left","Down","Dorsal","180",1138.8,1,"no"
"75","P01","Right-hand",953.1,0,"Right","Medial","Dorsal","315",953.1,1,"no"
"76","P01","Right-hand",1205.5,1,"Right","Medial","Dorsal","225",1205.5,1,"no"
"77","P01","Right-hand",1682.8,1,"Right","Up","Dorsal","0",1682.8,1,"no"
"78","P01","Right-hand",1036.9,1,"Left","Medial","Dorsal","315",1036.9,1,"no"
"79","P01","Right-hand",1412.8,1,"Right","Medial","Dorsal","270",1412.8,1,"no"
"80","P01","Right-hand",1220.8,0,"Left","Lateral","Palmar","135",1220.8,1,"no"
"81","P01","Right-hand",1232.6,1,"Left","Medial","Dorsal","270",1232.6,1,"no"
"82","P01","Right-hand",1198.5,0,"Right","Up","Palmar","0",1198.5,1,"no"
"83","P01","Right-hand",1715,0,"Right","Lateral","Palmar","135",1715,1,"no"
"84","P01","Right-hand",1875.9,1,"Right","Down","Palmar","180",1875.9,1,"no"
"85","P01","Right-hand",1168.8,1,"Left","Medial","Palmar","270",1168.8,1,"no"
"86","P01","Right-hand",1140.5,1,"Left","Lateral","Dorsal","90",1140.5,1,"no"
"87","P01","Right-hand",1910.1,1,"Left","Lateral","Dorsal","135",1910.1,1,"no"
"88","P01","Right-hand",1328.5,1,"Right","Down","Dorsal","180",1328.5,1,"no"
"89","P01","Right-hand",2090.1,1,"Left","Down","Palmar","180",2090.1,1,"no"
"90","P01","Right-hand",761.2,1,"Left","Up","Palmar","0",761.2,1,"no"
"91","P01","Right-hand",957.1,1,"Left","Lateral","Palmar","90",957.1,1,"no"
"92","P01","Right-hand",1213,1,"Right","Lateral","Palmar","45",1213,1,"no"
"93","P01","Right-hand",1336.5,1,"Left","Medial","Palmar","225",1336.5,1,"no"
"94","P01","Right-hand",1341.7,1,"Right","Medial","Palmar","315",1341.7,1,"no"
"95","P01","Right-hand",1142.1,1,"Left","Lateral","Palmar","45",1142.1,1,"no"
"96","P01","Right-hand",1330.3,0,"Right","Down","Palmar","180",1330.3,2,"no"
"97","P01","Right-hand",765.3,1,"Right","Medial","Palmar","315",765.3,2,"no"
"98","P01","Right-hand",756.9,1,"Left","Up","Palmar","0",756.9,2,"no"
"99","P01","Right-hand",2099.1,0,"Right","Medial","Dorsal","225",2099.1,2,"no"
"100","P01","Right-hand",2284.3,1,"Left","Lateral","Palmar","90",2284.3,2,"no"
"101","P01","Right-hand",1018.9,1,"Right","Lateral","Palmar","135",1018.9,2,"no"
"102","P01","Right-hand",1881.4,1,"Right","Lateral","Dorsal","90",1881.4,2,"no"
"103","P01","Right-hand",765.2,0,"Right","Up","Dorsal","0",765.2,2,"no"
"104","P01","Right-hand",958.7,0,"Right","Lateral","Palmar","45",958.7,2,"no"
"105","P01","Right-hand",954.4,0,"Left","Lateral","Dorsal","135",954.4,2,"no"
"106","P01","Right-hand",1146.1,1,"Right","Medial","Palmar","225",1146.1,2,"no"
"107","P01","Right-hand",2083.8,0,"Left","Down","Dorsal","180",2083.8,2,"no"
"108","P01","Right-hand",955.6,1,"Left","Lateral","Palmar","135",955.6,2,"no"
"109","P01","Right-hand",1696.1,1,"Right","Down","Dorsal","180",1696.1,2,"no"
"110","P01","Right-hand",2341.9,1,"Left","Lateral","Dorsal","90",2341.9,2,"no"
"111","P01","Right-hand",1350.5,1,"Left","Lateral","Palmar","45",1350.5,2,"no"
"112","P01","Right-hand",1331.6,1,"Right","Lateral","Dorsal","135",1331.6,2,"no"
"113","P01","Right-hand",771.8,1,"Left","Medial","Palmar","315",771.8,2,"no"
"114","P01","Right-hand",1925.1,1,"Right","Lateral","Palmar","90",1925.1,2,"no"
"115","P01","Right-hand",1138.7,1,"Left","Down","Palmar","180",1138.7,2,"no"
"116","P01","Right-hand",1149,1,"Right","Lateral","Dorsal","45",1149,2,"no"
"117","P01","Right-hand",1126.1,0,"Left","Up","Dorsal","0",1126.1,2,"no"
"118","P01","Right-hand",964.8,1,"Left","Medial","Dorsal","270",964.8,2,"no"
"119","P01","Right-hand",1347.4,1,"Right","Medial","Dorsal","270",1347.4,2,"no"
"120","P01","Right-hand",965.3,1,"Left","Lateral","Dorsal","45",965.3,2,"no"
"121","P01","Right-hand",1155.4,1,"Right","Medial","Dorsal","315",1155.4,2,"no"
"122","P01","Right-hand",766.8,1,"Left","Medial","Dorsal","315",766.8,2,"no"
"123","P01","Right-hand",1703.6,0,"Left","Medial","Dorsal","225",1703.6,2,"no"
"124","P01","Right-hand",784.5,1,"Left","Medial","Palmar","270",784.5,2,"no"
"125","P01","Right-hand",763,1,"Left","Medial","Palmar","225",763,2,"no"
"126","P01","Right-hand",950.3,1,"Right","Medial","Palmar","270",950.3,2,"no"
"127","P01","Right-hand",1145.9,1,"Right","Up","Palmar","0",1145.9,2,"no"
"128","P01","Right-hand",958.3,1,"Right","Medial","Palmar","225",958.3,2,"no"
"129","P01","Right-hand",2086.9,1,"Right","Down","Palmar","180",2086.9,2,"no"
"130","P01","Right-hand",770.4,1,"Left","Lateral","Palmar","135",770.4,2,"no"
"131","P01","Right-hand",763.2,0,"Right","Lateral","Dorsal","90",763.2,2,"no"
"132","P01","Right-hand",1334.9,1,"Right","Medial","Dorsal","225",1334.9,2,"no"
"133","P01","Right-hand",1329.2,1,"Right","Lateral","Palmar","90",1329.2,2,"no"
"134","P01","Right-hand",762.4,0,"Right","Up","Dorsal","0",762.4,2,"no"
"135","P01","Right-hand",1336.3,1,"Right","Medial","Palmar","315",1336.3,2,"no"
"136","P01","Right-hand",1351.1,0,"Left","Lateral","Dorsal","45",1351.1,2,"no"
"137","P01","Right-hand",1152.5,1,"Left","Medial","Dorsal","270",1152.5,2,"no"
"138","P01","Right-hand",958.7,1,"Right","Medial","Dorsal","315",958.7,2,"no"
"139","P01","Right-hand",950.5,0,"Left","Up","Palmar","0",950.5,2,"no"
"140","P01","Right-hand",967.5,1,"Right","Up","Palmar","0",967.5,2,"no"
"141","P01","Right-hand",1136.6,0,"Left","Down","Palmar","180",1136.6,2,"no"
"142","P01","Right-hand",2065.8,0,"Right","Down","Dorsal","180",2065.8,2,"no"
"143","P01","Right-hand",1141.2,0,"Left","Medial","Dorsal","225",1141.2,2,"no"
"144","P01","Right-hand",1154,1,"Right","Lateral","Dorsal","45",1154,2,"no"
"145","P01","Right-hand",977.2,1,"Left","Medial","Dorsal","315",977.2,2,"no"
"146","P01","Right-hand",955.6,1,"Left","Lateral","Palmar","45",955.6,2,"no"
"147","P01","Right-hand",1165.5,1,"Right","Medial","Palmar","270",1165.5,2,"no"
"148","P01","Right-hand",2645.4,1,"Right","Lateral","Dorsal","135",2645.4,2,"no"
"149","P01","Right-hand",1019.2,1,"Left","Medial","Palmar","270",1019.2,2,"no"
"150","P01","Right-hand",982.9,1,"Right","Medial","Dorsal","270",982.9,2,"no"
"151","P01","Right-hand",961,0,"Left","Down","Dorsal","180",961,2,"no"
"152","P01","Right-hand",953.7,0,"Right","Lateral","Palmar","135",953.7,2,"no"
"153","P01","Right-hand",583.2,0,"Left","Lateral","Dorsal","90",583.2,2,"no"
"154","P01","Right-hand",1141.1,0,"Right","Lateral","Palmar","45",1141.1,2,"no"
"155","P01","Right-hand",963,1,"Left","Lateral","Palmar","90",963,2,"no"
"156","P01","Right-hand",961.6,1,"Left","Medial","Palmar","225",961.6,2,"no"
"157","P01","Right-hand",772.6,1,"Left","Medial","Palmar","315",772.6,2,"no"
"158","P01","Right-hand",1726.2,1,"Left","Lateral","Dorsal","135",1726.2,2,"no"
"159","P01","Right-hand",1155,1,"Right","Medial","Palmar","270",1155,2,"no"
"160","P01","Right-hand",1136.9,1,"Right","Down","Palmar","180",1136.9,2,"no"
"161","P01","Right-hand",1328.9,1,"Right","Lateral","Palmar","90",1328.9,2,"no"
"162","P01","Right-hand",770.8,1,"Left","Lateral","Palmar","45",770.8,2,"no"
"163","P01","Right-hand",773.8,1,"Left","Lateral","Palmar","90",773.8,2,"no"
"164","P01","Right-hand",1137.9,0,"Right","Medial","Dorsal","225",1137.9,2,"no"
"165","P01","Right-hand",948.7,1,"Right","Medial","Palmar","315",948.7,2,"no"
"166","P01","Right-hand",775.1,1,"Left","Medial","Palmar","270",775.1,2,"no"
"167","P01","Right-hand",1323.6,1,"Right","Medial","Palmar","225",1323.6,2,"no"
"168","P01","Right-hand",1121.1,0,"Right","Up","Dorsal","0",1121.1,2,"no"
"169","P01","Right-hand",768.5,1,"Left","Up","Palmar","0",768.5,2,"no"
"170","P01","Right-hand",1337.4,1,"Right","Down","Dorsal","180",1337.4,2,"no"
"171","P01","Right-hand",1324.5,0,"Left","Lateral","Dorsal","45",1324.5,2,"no"
"172","P01","Right-hand",1321.9,1,"Left","Lateral","Dorsal","135",1321.9,2,"no"
"173","P01","Right-hand",959.2,1,"Right","Lateral","Dorsal","45",959.2,2,"no"
"174","P01","Right-hand",1154.2,1,"Right","Lateral","Dorsal","90",1154.2,2,"no"
"175","P01","Right-hand",959.8,0,"Right","Lateral","Palmar","135",959.8,2,"no"
"176","P01","Right-hand",1140.6,1,"Right","Lateral","Dorsal","135",1140.6,2,"no"
"177","P01","Right-hand",2674.3,1,"Left","Lateral","Palmar","135",2674.3,2,"no"
"178","P01","Right-hand",1142.8,1,"Left","Medial","Dorsal","270",1142.8,2,"no"
"179","P01","Right-hand",946.2,0,"Right","Up","Palmar","0",946.2,2,"no"
"180","P01","Right-hand",955.7,1,"Left","Medial","Palmar","225",955.7,2,"no"
"181","P01","Right-hand",1145.6,1,"Left","Lateral","Dorsal","90",1145.6,2,"no"
"182","P01","Right-hand",759,1,"Left","Up","Dorsal","0",759,2,"no"
"183","P01","Right-hand",763,1,"Left","Medial","Dorsal","315",763,2,"no"
"184","P01","Right-hand",959.7,1,"Right","Medial","Dorsal","315",959.7,2,"no"
"185","P01","Right-hand",1024.5,0,"Left","Medial","Dorsal","225",1024.5,2,"no"
"186","P01","Right-hand",1150.4,0,"Left","Down","Palmar","180",1150.4,2,"no"
"187","P01","Right-hand",1349.6,1,"Right","Medial","Dorsal","270",1349.6,2,"no"
"188","P01","Right-hand",769.9,0,"Right","Lateral","Palmar","45",769.9,2,"no"
"189","P01","Right-hand",766.2,1,"Left","Medial","Palmar","315",766.2,2,"no"
"190","P01","Right-hand",956.9,0,"Right","Medial","Dorsal","315",956.9,3,"no"
"191","P01","Right-hand",1534.6,1,"Left","Lateral","Dorsal","90",1534.6,3,"no"
"192","P01","Right-hand",1717.4,1,"Left","Lateral","Dorsal","45",1717.4,3,"no"
"193","P01","Right-hand",1032.1,1,"Right","Lateral","Dorsal","45",1032.1,3,"no"
"194","P01","Right-hand",1143.3,0,"Right","Up","Palmar","0",1143.3,3,"no"
"195","P01","Right-hand",773.7,1,"Right","Down","Palmar","180",773.7,3,"no"
"196","P01","Right-hand",391.3,1,"Left","Lateral","Palmar","135",391.3,3,"no"
"197","P01","Right-hand",393.4,1,"Left","Lateral","Palmar","45",393.4,3,"no"
"198","P01","Right-hand",965.2,0,"Right","Medial","Dorsal","225",965.2,3,"no"
"199","P01","Right-hand",950.2,1,"Right","Down","Dorsal","180",950.2,3,"no"
"200","P01","Right-hand",770.4,0,"Right","Lateral","Palmar","90",770.4,3,"no"
"201","P01","Right-hand",1324.8,1,"Right","Lateral","Dorsal","90",1324.8,3,"no"
"202","P01","Right-hand",759.7,1,"Left","Medial","Palmar","315",759.7,3,"no"
"203","P01","Right-hand",582.4,1,"Right","Medial","Palmar","225",582.4,3,"no"
"204","P01","Right-hand",580.3,0,"Left","Lateral","Palmar","90",580.3,3,"no"
"205","P01","Right-hand",571.6,0,"Right","Lateral","Dorsal","135",571.6,3,"no"
"206","P01","Right-hand",954.6,0,"Right","Lateral","Palmar","45",954.6,3,"no"
"207","P01","Right-hand",1162.7,1,"Right","Medial","Dorsal","270",1162.7,3,"no"
"208","P01","Right-hand",957.8,1,"Left","Medial","Palmar","225",957.8,3,"no"
"209","P01","Right-hand",947,1,"Right","Up","Dorsal","0",947,3,"no"
"210","P01","Right-hand",762.1,0,"Right","Lateral","Palmar","45",762.1,3,"no"
"211","P01","Right-hand",957,1,"Right","Lateral","Palmar","90",957,3,"no"
"212","P01","Right-hand",1341.3,1,"Left","Lateral","Palmar","135",1341.3,3,"no"
"213","P01","Right-hand",1329,1,"Left","Medial","Dorsal","270",1329,3,"no"
"214","P01","Right-hand",1706,0,"Left","Down","Palmar","180",1706,3,"no"
"215","P01","Right-hand",766.1,1,"Left","Medial","Dorsal","315",766.1,3,"no"
"216","P01","Right-hand",1148.8,1,"Left","Lateral","Dorsal","90",1148.8,3,"no"
"217","P01","Right-hand",768.2,1,"Left","Up","Palmar","0",768.2,3,"no"
"218","P01","Right-hand",965.1,1,"Right","Medial","Palmar","270",965.1,3,"no"
"219","P01","Right-hand",749.2,1,"Left","Medial","Palmar","270",749.2,3,"no"
"220","P01","Right-hand",575.5,1,"Left","Medial","Palmar","315",575.5,3,"no"
"221","P01","Right-hand",1154.7,1,"Right","Medial","Palmar","225",1154.7,3,"no"
"222","P01","Right-hand",1516.8,1,"Right","Medial","Dorsal","315",1516.8,3,"no"
"223","P01","Right-hand",1510.4,0,"Right","Lateral","Dorsal","135",1510.4,3,"no"
"224","P01","Right-hand",581.9,1,"Right","Down","Palmar","180",581.9,3,"no"
"225","P01","Right-hand",581.9,1,"Right","Lateral","Palmar","135",581.9,3,"no"
"226","P01","Right-hand",813.1,1,"Left","Lateral","Dorsal","45",813.1,3,"no"
"227","P01","Right-hand",767.5,1,"Right","Medial","Dorsal","225",767.5,3,"no"
"228","P01","Right-hand",399.3,0,"Right","Lateral","Dorsal","90",399.3,3,"no"
"229","P01","Right-hand",1516.4,1,"Left","Lateral","Palmar","90",1516.4,3,"no"
"230","P01","Right-hand",760.8,0,"Left","Down","Dorsal","180",760.8,3,"no"
"231","P01","Right-hand",391.9,1,"Left","Lateral","Dorsal","135",391.9,3,"no"
"232","P01","Right-hand",1336,1,"Right","Lateral","Dorsal","45",1336,3,"no"
"233","P01","Right-hand",765.9,0,"Right","Up","Palmar","0",765.9,3,"no"
"234","P01","Right-hand",956.3,0,"Left","Medial","Dorsal","225",956.3,3,"no"
"235","P01","Right-hand",761.6,0,"Right","Medial","Palmar","315",761.6,3,"no"
"236","P01","Right-hand",772.7,1,"Left","Lateral","Palmar","45",772.7,3,"no"
"237","P01","Right-hand",775.4,0,"Right","Down","Dorsal","180",775.4,3,"no"
"238","P01","Right-hand",1712.9,1,"Left","Up","Dorsal","0",1712.9,3,"no"
"239","P01","Right-hand",965.3,0,"Left","Lateral","Dorsal","135",965.3,3,"no"
"240","P01","Right-hand",395.4,0,"Right","Medial","Palmar","270",395.4,3,"no"
"241","P01","Right-hand",769.6,1,"Left","Medial","Palmar","270",769.6,3,"no"
"242","P01","Right-hand",1013.1,1,"Right","Down","Palmar","180",1013.1,3,"no"
"243","P01","Right-hand",764.7,1,"Right","Lateral","Palmar","90",764.7,3,"no"
"244","P01","Right-hand",770.3,1,"Left","Medial","Palmar","315",770.3,3,"no"
"245","P01","Right-hand",1136,1,"Left","Lateral","Dorsal","90",1136,3,"no"
"246","P01","Right-hand",1900.2,1,"Right","Lateral","Dorsal","90",1900.2,3,"no"
"247","P01","Right-hand",1154.8,1,"Left","Medial","Dorsal","225",1154.8,3,"no"
"248","P01","Right-hand",757.4,0,"Right","Medial","Palmar","315",757.4,3,"no"
"249","P01","Right-hand",764.2,1,"Right","Lateral","Palmar","45",764.2,3,"no"
"250","P01","Right-hand",941.1,0,"Right","Lateral","Dorsal","135",941.1,3,"no"
"251","P01","Right-hand",770,1,"Right","Medial","Dorsal","315",770,3,"no"
"252","P01","Right-hand",1128.4,0,"Left","Down","Palmar","180",1128.4,3,"no"
"253","P01","Right-hand",752.7,0,"Right","Medial","Dorsal","225",752.7,3,"no"
"254","P01","Right-hand",948.3,1,"Right","Medial","Dorsal","270",948.3,3,"no"
"255","P01","Right-hand",953.8,1,"Right","Up","Dorsal","0",953.8,3,"no"
"256","P01","Right-hand",1139.6,1,"Left","Up","Palmar","0",1139.6,3,"no"
"257","P01","Right-hand",1318.3,1,"Left","Lateral","Palmar","135",1318.3,3,"no"
"258","P01","Right-hand",757.3,1,"Left","Medial","Palmar","225",757.3,3,"no"
"259","P01","Right-hand",961.4,1,"Right","Lateral","Dorsal","45",961.4,3,"no"
"260","P01","Right-hand",1325.1,1,"Left","Medial","Dorsal","270",1325.1,3,"no"
"261","P01","Right-hand",946.3,1,"Left","Medial","Dorsal","315",946.3,3,"no"
"262","P01","Right-hand",965.5,0,"Left","Lateral","Palmar","45",965.5,3,"no"
"263","P01","Right-hand",1329.3,1,"Right","Down","Dorsal","180",1329.3,3,"no"
"264","P01","Right-hand",768.1,0,"Left","Down","Dorsal","180",768.1,3,"no"
"265","P01","Right-hand",1317.5,1,"Right","Lateral","Palmar","135",1317.5,3,"no"
"266","P01","Right-hand",760.3,1,"Right","Up","Palmar","0",760.3,3,"no"
"267","P01","Right-hand",1141.1,1,"Left","Up","Dorsal","0",1141.1,3,"no"
"268","P01","Right-hand",767.4,0,"Left","Lateral","Dorsal","45",767.4,3,"no"
"269","P01","Right-hand",968.4,1,"Right","Medial","Palmar","225",968.4,3,"no"
"270","P01","Right-hand",1004.1,0,"Right","Up","Palmar","0",1004.1,4,"no"
"271","P01","Right-hand",1898.1,1,"Left","Medial","Dorsal","315",1898.1,4,"no"
"272","P01","Right-hand",970.2,0,"Left","Lateral","Palmar","45",970.2,4,"no"
"273","P01","Right-hand",2272.3,1,"Right","Lateral","Palmar","45",2272.3,4,"no"
"274","P01","Right-hand",949.9,0,"Left","Up","Palmar","0",949.9,4,"no"
"275","P01","Right-hand",953.1,1,"Left","Medial","Dorsal","270",953.1,4,"no"
"276","P01","Right-hand",2064.1,1,"Left","Up","Dorsal","0",2064.1,4,"no"
"277","P01","Right-hand",806.9,0,"Right","Medial","Dorsal","225",806.9,4,"no"
"278","P01","Right-hand",2094,1,"Left","Lateral","Palmar","135",2094,4,"no"
"279","P01","Right-hand",956.2,1,"Right","Medial","Palmar","315",956.2,4,"no"
"280","P01","Right-hand",1316.2,1,"Left","Medial","Dorsal","225",1316.2,4,"no"
"281","P01","Right-hand",1317.8,0,"Left","Down","Palmar","180",1317.8,4,"no"
"282","P01","Right-hand",1517.6,1,"Right","Lateral","Dorsal","135",1517.6,4,"no"
"283","P01","Right-hand",943.4,1,"Left","Lateral","Dorsal","45",943.4,4,"no"
"284","P01","Right-hand",2464.7,1,"Left","Medial","Palmar","315",2464.7,4,"no"
"285","P01","Right-hand",767.6,1,"Left","Lateral","Palmar","90",767.6,4,"no"
"286","P01","Right-hand",955.8,1,"Right","Lateral","Palmar","135",955.8,4,"no"
"287","P01","Right-hand",1159.2,1,"Right","Lateral","Dorsal","90",1159.2,4,"no"
"288","P01","Right-hand",767.6,1,"Right","Lateral","Dorsal","45",767.6,4,"no"
"289","P01","Right-hand",973.1,0,"Right","Down","Dorsal","180",973.1,4,"no"
"290","P01","Right-hand",946.2,1,"Right","Lateral","Palmar","90",946.2,4,"no"
"291","P01","Right-hand",954.9,1,"Right","Medial","Dorsal","270",954.9,4,"no"
"292","P01","Right-hand",952.8,1,"Right","Medial","Dorsal","315",952.8,4,"no"
"293","P01","Right-hand",1336.3,1,"Left","Medial","Palmar","270",1336.3,4,"no"
"294","P01","Right-hand",774.6,1,"Right","Medial","Palmar","270",774.6,4,"no"
"295","P01","Right-hand",970,0,"Left","Medial","Palmar","225",970,4,"no"
"296","P01","Right-hand",965.7,1,"Right","Medial","Palmar","225",965.7,4,"no"
"297","P01","Right-hand",1526.9,0,"Right","Down","Palmar","180",1526.9,4,"no"
"298","P01","Right-hand",1893.8,1,"Left","Lateral","Dorsal","135",1893.8,4,"no"
"299","P01","Right-hand",942.3,0,"Left","Down","Dorsal","180",942.3,4,"no"
"300","P01","Right-hand",1012.9,1,"Left","Up","Dorsal","0",1012.9,4,"no"
"301","P01","Right-hand",1011.7,1,"Right","Up","Dorsal","0",1011.7,4,"no"
"302","P01","Right-hand",1542.1,1,"Right","Medial","Palmar","225",1542.1,4,"no"
"303","P01","Right-hand",1137.6,1,"Right","Medial","Dorsal","225",1137.6,4,"no"
"304","P01","Right-hand",770.3,1,"Left","Lateral","Palmar","45",770.3,4,"no"
"305","P01","Right-hand",765.4,1,"Left","Medial","Dorsal","270",765.4,4,"no"
"306","P01","Right-hand",1324.7,1,"Right","Medial","Dorsal","315",1324.7,4,"no"
"307","P01","Right-hand",782.4,0,"Right","Lateral","Palmar","45",782.4,4,"no"
"308","P01","Right-hand",1151.3,1,"Right","Lateral","Dorsal","135",1151.3,4,"no"
"309","P01","Right-hand",1298,1,"Right","Down","Palmar","180",1298,4,"no"
"310","P01","Right-hand",1325.3,1,"Left","Medial","Palmar","270",1325.3,4,"no"
"311","P01","Right-hand",1330.9,0,"Left","Medial","Dorsal","225",1330.9,4,"no"
"312","P01","Right-hand",1318,1,"Left","Lateral","Dorsal","90",1318,4,"no"
"313","P01","Right-hand",955.8,1,"Right","Medial","Dorsal","270",955.8,4,"no"
"314","P01","Right-hand",767,0,"Right","Medial","Palmar","315",767,4,"no"
