"","ID","Group","Response_time","age","sex","Accuracy","Side","Direction","View","Angle","MIQ_item","MIQ_score","RT","Block","Angle_unif","Reject_trial"
"1","P01","Foot",2312.48320000009,25,"Female",1,"Right","Down","Palmar","180",NA,NA,2312.48320000009,1,180,"no"
"2","P01","Foot",1135.71270000011,25,"Female",0,"Left","Medial","Dorsal","270",NA,NA,1135.71270000011,1,90,"no"
"3","P01","Foot",2433.96389999998,25,"Female",1,"Right","Lateral","Palmar","90",NA,NA,2433.96389999998,1,90,"no"
"4","P01","Foot",1205.76090000009,25,"Female",1,"Right","Lateral","Dorsal","135",NA,NA,1205.76090000009,1,135,"no"
"5","P01","Foot",1577.69890000009,25,"Female",0,"Left","Lateral","Palmar","90",NA,NA,1577.69890000009,1,90,"no"
"6","P01","Foot",1720.89180000012,25,"Female",1,"Right","Medial","Dorsal","270",NA,NA,1720.89180000012,1,90,"no"
"7","P01","Foot",1398.39920000009,25,"Female",1,"Right","Medial","Palmar","270",NA,NA,1398.39920000009,1,90,"no"
"8","P01","Foot",864.807700000028,25,"Female",1,"Right","Up","Dorsal","0",NA,NA,864.807700000028,1,0,"no"
"9","P01","Foot",2507.54319999987,25,"Female",1,"Left","Down","Dorsal","180",NA,NA,2507.54319999987,1,180,"no"
"10","P01","Foot",1782.75040000017,25,"Female",1,"Right","Medial","Dorsal","315",NA,NA,1782.75040000017,1,45,"no"
"11","P01","Foot",2059.1394999999,25,"Female",1,"Left","Lateral","Palmar","45",NA,NA,2059.1394999999,1,45,"no"
"12","P01","Foot",828.208399999994,25,"Female",1,"Right","Lateral","Dorsal","90",NA,NA,828.208399999994,1,90,"no"
"13","P01","Foot",2016.72250000001,25,"Female",1,"Right","Medial","Dorsal","225",NA,NA,2016.72250000001,1,135,"no"
"14","P01","Foot",976.478799999995,25,"Female",1,"Left","Lateral","Dorsal","135",NA,NA,976.478799999995,1,135,"no"
"15","P01","Foot",1937.9014000001,25,"Female",1,"Left","Down","Palmar","180",NA,NA,1937.9014000001,1,180,"no"
"16","P01","Foot",2416.45449999987,25,"Female",1,"Left","Medial","Dorsal","225",NA,NA,2416.45449999987,1,135,"no"
"17","P01","Foot",932.265200000074,25,"Female",0,"Right","Lateral","Palmar","135",NA,NA,932.265200000074,1,135,"no"
"18","P01","Foot",1492.38799999989,25,"Female",1,"Right","Lateral","Palmar","45",NA,NA,1492.38799999989,1,45,"no"
"19","P01","Foot",761.880500000188,25,"Female",1,"Right","Lateral","Dorsal","45",NA,NA,761.880500000188,1,45,"no"
"20","P01","Foot",852.474100000109,25,"Female",1,"Left","Medial","Dorsal","315",NA,NA,852.474100000109,1,45,"no"
"21","P01","Foot",1637.0902000001,25,"Female",1,"Left","Medial","Palmar","315",NA,NA,1637.0902000001,1,45,"no"
"22","P01","Foot",1871.84849999994,25,"Female",1,"Right","Down","Dorsal","180",NA,NA,1871.84849999994,1,180,"no"
"23","P01","Foot",1463.67769999983,25,"Female",1,"Right","Medial","Palmar","315",NA,NA,1463.67769999983,1,45,"no"
"24","P01","Foot",934.602999999925,25,"Female",1,"Left","Up","Dorsal","0",NA,NA,934.602999999925,1,0,"no"
"25","P01","Foot",1303.09050000005,25,"Female",1,"Right","Up","Palmar","0",NA,NA,1303.09050000005,1,0,"no"
"26","P01","Foot",2787.55729999989,25,"Female",1,"Left","Lateral","Palmar","135",NA,NA,2787.55729999989,1,135,"no"
"27","P01","Foot",983.294600000136,25,"Female",1,"Left","Lateral","Dorsal","45",NA,NA,983.294600000136,1,45,"no"
"28","P01","Foot",1064.98190000002,25,"Female",1,"Left","Lateral","Dorsal","90",NA,NA,1064.98190000002,1,90,"no"
"29","P01","Foot",2011.76600000008,25,"Female",1,"Left","Medial","Palmar","270",NA,NA,2011.76600000008,1,90,"no"
"30","P01","Foot",1042.62800000015,25,"Female",1,"Left","Medial","Palmar","225",NA,NA,1042.62800000015,1,135,"no"
"31","P01","Foot",1132.22080000014,25,"Female",1,"Left","Up","Palmar","0",NA,NA,1132.22080000014,1,0,"no"
"32","P01","Foot",1220.17700000015,25,"Female",1,"Right","Lateral","Dorsal","45",NA,NA,1220.17700000015,1,45,"no"
"33","P01","Foot",2329.67569999983,25,"Female",1,"Left","Lateral","Palmar","135",NA,NA,2329.67569999983,1,135,"no"
"34","P01","Foot",782.941600000186,25,"Female",1,"Right","Medial","Palmar","315",NA,NA,782.941600000186,1,45,"no"
"35","P01","Foot",1695.52950000002,25,"Female",1,"Left","Lateral","Dorsal","135",NA,NA,1695.52950000002,1,135,"no"
"36","P01","Foot",1667.42619999991,25,"Female",1,"Right","Lateral","Palmar","135",NA,NA,1667.42619999991,1,135,"no"
"37","P01","Foot",1668.32700000009,25,"Female",1,"Right","Medial","Palmar","225",NA,NA,1668.32700000009,1,135,"no"
"38","P01","Foot",1709.74720000004,25,"Female",1,"Left","Medial","Palmar","225",NA,NA,1709.74720000004,1,135,"no"
"39","P01","Foot",1307.40050000009,25,"Female",1,"Right","Down","Dorsal","180",NA,NA,1307.40050000009,1,180,"no"
"40","P01","Foot",1483.38319999993,25,"Female",0,"Right","Lateral","Palmar","90",NA,NA,1483.38319999993,1,90,"no"
"41","P01","Foot",826.153700000077,25,"Female",1,"Right","Medial","Palmar","270",NA,NA,826.153700000077,1,90,"no"
"42","P01","Foot",1609.77969999999,25,"Female",0,"Left","Up","Palmar","0",NA,NA,1609.77969999999,1,0,"no"
"43","P01","Foot",1197.04320000005,25,"Female",1,"Right","Medial","Dorsal","225",NA,NA,1197.04320000005,1,135,"no"
"44","P01","Foot",1330.58540000002,25,"Female",1,"Left","Lateral","Palmar","45",NA,NA,1330.58540000002,1,45,"no"
"45","P01","Foot",1090.57070000017,25,"Female",1,"Left","Medial","Palmar","270",NA,NA,1090.57070000017,1,90,"no"
"46","P01","Foot",864.574599999969,25,"Female",1,"Left","Medial","Palmar","315",NA,NA,864.574599999969,1,45,"no"
"47","P01","Foot",937.544800000069,25,"Female",1,"Right","Lateral","Dorsal","90",NA,NA,937.544800000069,1,90,"no"
"48","P01","Foot",1768.26869999991,25,"Female",1,"Left","Medial","Dorsal","225",NA,NA,1768.26869999991,1,135,"no"
"49","P01","Foot",828.866300000072,25,"Female",1,"Left","Medial","Dorsal","270",NA,NA,828.866300000072,1,90,"no"
"50","P01","Foot",1263.90320000019,25,"Female",1,"Left","Lateral","Dorsal","45",NA,NA,1263.90320000019,1,45,"no"
"51","P01","Foot",1910.89069999998,25,"Female",1,"Left","Down","Dorsal","180",NA,NA,1910.89069999998,1,180,"no"
"52","P01","Foot",1063.26130000002,25,"Female",1,"Left","Medial","Dorsal","315",NA,NA,1063.26130000002,1,45,"no"
"53","P01","Foot",1129.67700000013,25,"Female",1,"Left","Up","Dorsal","0",NA,NA,1129.67700000013,1,0,"no"
"54","P01","Foot",1295.21010000008,25,"Female",1,"Right","Medial","Dorsal","270",NA,NA,1295.21010000008,1,90,"no"
"55","P01","Foot",2505.25599999992,25,"Female",1,"Left","Lateral","Palmar","90",NA,NA,2505.25599999992,1,90,"no"
"56","P01","Foot",694.262099999833,25,"Female",1,"Right","Medial","Dorsal","315",NA,NA,694.262099999833,1,45,"no"
"57","P01","Foot",953.896700000087,25,"Female",1,"Right","Up","Palmar","0",NA,NA,953.896700000087,1,0,"no"
"58","P01","Foot",1698.083,25,"Female",1,"Left","Down","Palmar","180",NA,NA,1698.083,1,180,"no"
"59","P01","Foot",1346.46859999998,25,"Female",1,"Right","Lateral","Dorsal","135",NA,NA,1346.46859999998,1,135,"no"
"60","P01","Foot",1102.62820000003,25,"Female",1,"Left","Lateral","Dorsal","90",NA,NA,1102.62820000003,1,90,"no"
"61","P01","Foot",1093.71650000003,25,"Female",1,"Right","Lateral","Palmar","45",NA,NA,1093.71650000003,1,45,"no"
"62","P01","Foot",1474.52900000008,25,"Female",1,"Right","Up","Dorsal","0",NA,NA,1474.52900000008,1,0,"no"
"63","P01","Foot",1121.17020000005,25,"Female",1,"Right","Down","Palmar","180",NA,NA,1121.17020000005,1,180,"no"
"64","P01","Foot",1504.75849999998,25,"Female",1,"Right","Up","Palmar","0",NA,NA,1504.75849999998,1,0,"no"
"65","P01","Foot",1417.73340000009,25,"Female",1,"Right","Lateral","Palmar","135",NA,NA,1417.73340000009,1,135,"no"
"66","P01","Foot",2379.86550000005,25,"Female",1,"Right","Down","Dorsal","180",NA,NA,2379.86550000005,1,180,"no"
"67","P01","Foot",668.739200000118,25,"Female",1,"Right","Medial","Palmar","270",NA,NA,668.739200000118,1,90,"no"
"68","P01","Foot",1230.09610000008,25,"Female",1,"Left","Up","Dorsal","0",NA,NA,1230.09610000008,1,0,"no"
"69","P01","Foot",836.463099999946,25,"Female",1,"Left","Medial","Dorsal","315",NA,NA,836.463099999946,1,45,"no"
"70","P01","Foot",829.283700000133,25,"Female",1,"Left","Lateral","Dorsal","90",NA,NA,829.283700000133,1,90,"no"
"71","P01","Foot",1165.16279999996,25,"Female",1,"Left","Medial","Palmar","315",NA,NA,1165.16279999996,1,45,"no"
"72","P01","Foot",1228.85810000002,25,"Female",0,"Left","Down","Dorsal","180",NA,NA,1228.85810000002,1,180,"no"
"73","P01","Foot",1161.61459999989,25,"Female",1,"Right","Lateral","Dorsal","90",NA,NA,1161.61459999989,1,90,"no"
"74","P01","Foot",1132.27600000005,25,"Female",1,"Left","Up","Palmar","0",NA,NA,1132.27600000005,1,0,"no"
"75","P01","Foot",1611.67339999997,25,"Female",1,"Right","Medial","Dorsal","225",NA,NA,1611.67339999997,1,135,"no"
"76","P01","Foot",622.265000000198,25,"Female",1,"Right","Medial","Palmar","315",NA,NA,622.265000000198,1,45,"no"
"77","P01","Foot",1053.33949999999,25,"Female",0,"Left","Lateral","Palmar","135",NA,NA,1053.33949999999,1,135,"no"
"78","P01","Foot",1175.31680000002,25,"Female",1,"Left","Lateral","Palmar","45",NA,NA,1175.31680000002,1,45,"no"
"79","P01","Foot",1109.53739999991,25,"Female",1,"Right","Lateral","Palmar","45",NA,NA,1109.53739999991,1,45,"no"
"80","P01","Foot",1324.27480000001,25,"Female",1,"Left","Medial","Palmar","270",NA,NA,1324.27480000001,1,90,"no"
"81","P01","Foot",954.045499999893,25,"Female",1,"Right","Lateral","Dorsal","45",NA,NA,954.045499999893,1,45,"no"
"82","P01","Foot",1828.16400000002,25,"Female",1,"Right","Lateral","Palmar","90",NA,NA,1828.16400000002,1,90,"no"
"83","P01","Foot",2210.71600000005,25,"Female",1,"Left","Medial","Dorsal","225",NA,NA,2210.71600000005,1,135,"no"
"84","P01","Foot",818.447799999831,25,"Female",1,"Right","Up","Dorsal","0",NA,NA,818.447799999831,1,0,"no"
"85","P01","Foot",669.599699999935,25,"Female",1,"Right","Medial","Dorsal","315",NA,NA,669.599699999935,1,45,"no"
"86","P01","Foot",1650.09910000003,25,"Female",1,"Left","Medial","Palmar","225",NA,NA,1650.09910000003,1,135,"no"
"87","P01","Foot",1559.19410000001,25,"Female",1,"Right","Lateral","Dorsal","135",NA,NA,1559.19410000001,1,135,"no"
"88","P01","Foot",836.8246,25,"Female",1,"Right","Medial","Palmar","225",NA,NA,836.8246,1,135,"no"
"89","P01","Foot",1445.36919999996,25,"Female",0,"Left","Down","Palmar","180",NA,NA,1445.36919999996,1,180,"no"
"90","P01","Foot",1285.13350000003,25,"Female",1,"Right","Medial","Dorsal","270",NA,NA,1285.13350000003,1,90,"no"
"91","P01","Foot",1364.96290000014,25,"Female",1,"Right","Down","Palmar","180",NA,NA,1364.96290000014,1,180,"no"
"92","P01","Foot",905.738800000108,25,"Female",1,"Left","Medial","Dorsal","270",NA,NA,905.738800000108,1,90,"no"
"93","P01","Foot",1263.8614,25,"Female",1,"Left","Lateral","Dorsal","45",NA,NA,1263.8614,1,45,"no"
"94","P01","Foot",2332.96139999993,25,"Female",0,"Left","Lateral","Dorsal","135",NA,NA,2332.96139999993,1,135,"no"
"95","P01","Foot",1360.17730000003,25,"Female",1,"Right","Medial","Dorsal","270",NA,NA,1360.17730000003,2,90,"no"
"96","P01","Foot",810.621300000093,25,"Female",1,"Right","Down","Palmar","180",NA,NA,810.621300000093,2,180,"no"
"97","P01","Foot",1094.88260000012,25,"Female",1,"Left","Lateral","Palmar","135",NA,NA,1094.88260000012,2,135,"no"
"98","P01","Foot",1134.12860000017,25,"Female",1,"Left","Medial","Dorsal","225",NA,NA,1134.12860000017,2,135,"no"
"99","P01","Foot",749.524000000065,25,"Female",1,"Left","Medial","Dorsal","315",NA,NA,749.524000000065,2,45,"no"
"100","P01","Foot",956.190100000185,25,"Female",1,"Left","Lateral","Dorsal","90",NA,NA,956.190100000185,2,90,"no"
"101","P01","Foot",1928.02819999997,25,"Female",0,"Left","Down","Dorsal","180",NA,NA,1928.02819999997,2,180,"no"
"102","P01","Foot",2831.0014000001,25,"Female",1,"Left","Medial","Palmar","225",NA,NA,2831.0014000001,2,135,"no"
"103","P01","Foot",2113.13110000015,25,"Female",1,"Right","Lateral","Palmar","135",NA,NA,2113.13110000015,2,135,"no"
"104","P01","Foot",1005.14390000012,25,"Female",1,"Right","Medial","Palmar","225",NA,NA,1005.14390000012,2,135,"no"
"105","P01","Foot",1072.05010000007,25,"Female",0,"Right","Up","Palmar","0",NA,NA,1072.05010000007,2,0,"no"
"106","P01","Foot",854.74830000021,25,"Female",1,"Right","Lateral","Dorsal","45",NA,NA,854.74830000021,2,45,"no"
"107","P01","Foot",797.088400000121,25,"Female",1,"Right","Medial","Palmar","270",NA,NA,797.088400000121,2,90,"no"
"108","P01","Foot",817.754600000171,25,"Female",1,"Right","Medial","Dorsal","315",NA,NA,817.754600000171,2,45,"no"
"109","P01","Foot",1579.69119999984,25,"Female",1,"Right","Lateral","Palmar","45",NA,NA,1579.69119999984,2,45,"no"
"110","P01","Foot",618.630400000029,25,"Female",1,"Right","Medial","Palmar","315",NA,NA,618.630400000029,2,45,"no"
"111","P01","Foot",545.879799999966,25,"Female",1,"Right","Up","Dorsal","0",NA,NA,545.879799999966,2,0,"no"
"112","P01","Foot",1011.32110000003,25,"Female",1,"Left","Lateral","Palmar","45",NA,NA,1011.32110000003,2,45,"no"
"113","P01","Foot",688.168899999937,25,"Female",1,"Left","Medial","Palmar","315",NA,NA,688.168899999937,2,45,"no"
"114","P01","Foot",1366.81049999993,25,"Female",0,"Left","Lateral","Dorsal","135",NA,NA,1366.81049999993,2,135,"no"
"115","P01","Foot",945.41090000007,25,"Female",1,"Left","Up","Palmar","0",NA,NA,945.41090000007,2,0,"no"
"116","P01","Foot",1799.97049999997,25,"Female",1,"Left","Up","Dorsal","0",NA,NA,1799.97049999997,2,0,"no"
"117","P01","Foot",1431.78089999992,25,"Female",1,"Left","Lateral","Palmar","90",NA,NA,1431.78089999992,2,90,"no"
"118","P01","Foot",1035.84520000004,25,"Female",1,"Left","Medial","Dorsal","270",NA,NA,1035.84520000004,2,90,"no"
"119","P01","Foot",880.805000000009,25,"Female",0,"Right","Down","Dorsal","180",NA,NA,880.805000000009,2,180,"no"
"120","P01","Foot",1104.45970000001,25,"Female",1,"Right","Medial","Dorsal","225",NA,NA,1104.45970000001,2,135,"no"
"121","P01","Foot",1886.75549999994,25,"Female",1,"Left","Down","Palmar","180",NA,NA,1886.75549999994,2,180,"no"
"122","P01","Foot",1737.76329999987,25,"Female",1,"Right","Lateral","Dorsal","135",NA,NA,1737.76329999987,2,135,"no"
"123","P01","Foot",763.003099999878,25,"Female",1,"Right","Lateral","Dorsal","90",NA,NA,763.003099999878,2,90,"no"
"124","P01","Foot",1277.47039999986,25,"Female",1,"Left","Medial","Palmar","270",NA,NA,1277.47039999986,2,90,"no"
"125","P01","Foot",935.075999999981,25,"Female",1,"Left","Lateral","Dorsal","45",NA,NA,935.075999999981,2,45,"no"
"126","P01","Foot",826.557600000115,25,"Female",1,"Right","Medial","Dorsal","270",NA,NA,826.557600000115,2,90,"no"
"127","P01","Foot",1017.5557,25,"Female",1,"Left","Lateral","Palmar","45",NA,NA,1017.5557,2,45,"no"
"128","P01","Foot",675.757900000008,25,"Female",1,"Left","Up","Dorsal","0",NA,NA,675.757900000008,2,0,"no"
"129","P01","Foot",754.122699999925,25,"Female",1,"Left","Medial","Palmar","315",NA,NA,754.122699999925,2,45,"no"
"130","P01","Foot",1003.66780000013,25,"Female",1,"Right","Medial","Palmar","270",NA,NA,1003.66780000013,2,90,"no"
"131","P01","Foot",1084.70140000009,25,"Female",1,"Right","Down","Palmar","180",NA,NA,1084.70140000009,2,180,"no"
"132","P01","Foot",773.647100000062,25,"Female",1,"Right","Medial","Dorsal","225",NA,NA,773.647100000062,2,135,"no"
"133","P01","Foot",821.128799999997,25,"Female",1,"Left","Down","Palmar","180",NA,NA,821.128799999997,2,180,"no"
"134","P01","Foot",1918.09439999997,25,"Female",1,"Right","Lateral","Palmar","135",NA,NA,1918.09439999997,2,135,"no"
"135","P01","Foot",1161.33179999997,25,"Female",1,"Right","Up","Palmar","0",NA,NA,1161.33179999997,2,0,"no"
"136","P01","Foot",1215.40149999987,25,"Female",1,"Left","Medial","Palmar","270",NA,NA,1215.40149999987,2,90,"no"
"137","P01","Foot",580.214399999932,25,"Female",1,"Right","Medial","Palmar","225",NA,NA,580.214399999932,2,135,"no"
"138","P01","Foot",1050.10459999994,25,"Female",1,"Right","Lateral","Dorsal","45",NA,NA,1050.10459999994,2,45,"no"
"139","P01","Foot",1254.12609999989,25,"Female",1,"Left","Medial","Palmar","225",NA,NA,1254.12609999989,2,135,"no"
"140","P01","Foot",1445.59419999996,25,"Female",1,"Left","Down","Dorsal","180",NA,NA,1445.59419999996,2,180,"no"
"141","P01","Foot",1063.96089999998,25,"Female",1,"Left","Lateral","Dorsal","45",NA,NA,1063.96089999998,2,45,"no"
"142","P01","Foot",1097.70830000002,25,"Female",1,"Right","Medial","Palmar","315",NA,NA,1097.70830000002,2,45,"no"
"143","P01","Foot",1217.36809999993,25,"Female",1,"Right","Lateral","Dorsal","135",NA,NA,1217.36809999993,2,135,"no"
"144","P01","Foot",1046.85810000001,25,"Female",1,"Left","Lateral","Palmar","135",NA,NA,1046.85810000001,2,135,"no"
"145","P01","Foot",838.635099999919,25,"Female",1,"Left","Lateral","Dorsal","90",NA,NA,838.635099999919,2,90,"no"
"146","P01","Foot",736.151300000074,25,"Female",1,"Left","Medial","Dorsal","315",NA,NA,736.151300000074,2,45,"no"
"147","P01","Foot",756.003200000123,25,"Female",1,"Left","Medial","Dorsal","270",NA,NA,756.003200000123,2,90,"no"
"148","P01","Foot",743.417800000088,25,"Female",1,"Right","Lateral","Dorsal","90",NA,NA,743.417800000088,2,90,"no"
"149","P01","Foot",1200.94889999996,25,"Female",1,"Right","Lateral","Palmar","90",NA,NA,1200.94889999996,2,90,"no"
"150","P01","Foot",815.549200000078,25,"Female",0,"Left","Medial","Dorsal","225",NA,NA,815.549200000078,2,135,"no"
"151","P01","Foot",812.868299999991,25,"Female",1,"Left","Up","Palmar","0",NA,NA,812.868299999991,2,0,"no"
"152","P01","Foot",910.683500000005,25,"Female",1,"Right","Lateral","Palmar","45",NA,NA,910.683500000005,2,45,"no"
"153","P01","Foot",1516.93260000002,25,"Female",1,"Left","Lateral","Palmar","90",NA,NA,1516.93260000002,2,90,"no"
"154","P01","Foot",1216.24259999999,25,"Female",1,"Right","Down","Dorsal","180",NA,NA,1216.24259999999,2,180,"no"
"155","P01","Foot",831.052100000079,25,"Female",1,"Right","Medial","Dorsal","315",NA,NA,831.052100000079,2,45,"no"
"156","P01","Foot",928.377100000034,25,"Female",1,"Left","Lateral","Dorsal","135",NA,NA,928.377100000034,2,135,"no"
"157","P01","Foot",667.964299999994,25,"Female",1,"Right","Up","Dorsal","0",NA,NA,667.964299999994,2,0,"no"
"158","P01","Foot",818.038999999999,25,"Female",1,"Left","Medial","Dorsal","270",NA,NA,818.038999999999,2,90,"no"
"159","P01","Foot",959.316400000034,25,"Female",1,"Left","Up","Palmar","0",NA,NA,959.316400000034,2,0,"no"
"160","P01","Foot",758.022400000073,25,"Female",1,"Left","Medial","Palmar","270",NA,NA,758.022400000073,2,90,"no"
"161","P01","Foot",746.390399999882,25,"Female",1,"Right","Medial","Dorsal","270",NA,NA,746.390399999882,2,90,"no"
"162","P01","Foot",669.078200000058,25,"Female",1,"Left","Lateral","Dorsal","90",NA,NA,669.078200000058,2,90,"no"
"163","P01","Foot",1268.58190000007,25,"Female",1,"Left","Medial","Palmar","315",NA,NA,1268.58190000007,2,45,"no"
"164","P01","Foot",1087.48179999998,25,"Female",1,"Right","Down","Dorsal","180",NA,NA,1087.48179999998,2,180,"no"
"165","P01","Foot",822.261799999978,25,"Female",1,"Right","Lateral","Dorsal","90",NA,NA,822.261799999978,2,90,"no"
"166","P01","Foot",819.919000000027,25,"Female",1,"Left","Lateral","Palmar","90",NA,NA,819.919000000027,2,90,"no"
"167","P01","Foot",855.653999999959,25,"Female",1,"Left","Medial","Dorsal","315",NA,NA,855.653999999959,2,45,"no"
"168","P01","Foot",955.321599999934,25,"Female",1,"Right","Lateral","Palmar","90",NA,NA,955.321599999934,2,90,"no"
"169","P01","Foot",902.888600000097,25,"Female",1,"Left","Down","Palmar","180",NA,NA,902.888600000097,2,180,"no"
"170","P01","Foot",982.373999999936,25,"Female",1,"Left","Lateral","Dorsal","45",NA,NA,982.373999999936,2,45,"no"
"171","P01","Foot",793.702100000019,25,"Female",1,"Right","Medial","Palmar","225",NA,NA,793.702100000019,2,135,"no"
"172","P01","Foot",1016.14500000005,25,"Female",1,"Left","Down","Dorsal","180",NA,NA,1016.14500000005,2,180,"no"
"173","P01","Foot",894.535800000085,25,"Female",0,"Right","Medial","Palmar","270",NA,NA,894.535800000085,2,90,"no"
"174","P01","Foot",823.183900000004,25,"Female",1,"Right","Medial","Palmar","315",NA,NA,823.183900000004,2,45,"no"
"175","P01","Foot",1301.29390000002,25,"Female",1,"Left","Medial","Dorsal","225",NA,NA,1301.29390000002,2,135,"no"
"176","P01","Foot",980.423900000005,25,"Female",1,"Left","Medial","Palmar","225",NA,NA,980.423900000005,2,135,"no"
"177","P01","Foot",1082.91859999986,25,"Female",1,"Right","Down","Palmar","180",NA,NA,1082.91859999986,2,180,"no"
"178","P01","Foot",1009.82429999999,25,"Female",1,"Left","Lateral","Palmar","45",NA,NA,1009.82429999999,2,45,"no"
"179","P01","Foot",851.600899999994,25,"Female",1,"Right","Medial","Dorsal","315",NA,NA,851.600899999994,2,45,"no"
"180","P01","Foot",1003.72970000012,25,"Female",1,"Left","Lateral","Dorsal","135",NA,NA,1003.72970000012,2,135,"no"
"181","P01","Foot",1397.98210000004,25,"Female",0,"Left","Lateral","Palmar","135",NA,NA,1397.98210000004,2,135,"no"
"182","P01","Foot",918.701599999849,25,"Female",1,"Left","Up","Dorsal","0",NA,NA,918.701599999849,2,0,"no"
"183","P01","Foot",944.981300000109,25,"Female",1,"Right","Medial","Dorsal","225",NA,NA,944.981300000109,2,135,"no"
"184","P01","Foot",1029.16340000002,25,"Female",1,"Right","Lateral","Dorsal","135",NA,NA,1029.16340000002,2,135,"no"
"185","P01","Foot",1222.60490000008,25,"Female",1,"Right","Up","Palmar","0",NA,NA,1222.60490000008,2,0,"no"
"186","P01","Foot",784.681200000023,25,"Female",1,"Right","Lateral","Palmar","45",NA,NA,784.681200000023,2,45,"no"
"187","P01","Foot",595.062699999971,25,"Female",1,"Right","Up","Dorsal","0",NA,NA,595.062699999971,2,0,"no"
"188","P01","Foot",799.585900000011,25,"Female",1,"Right","Lateral","Dorsal","45",NA,NA,799.585900000011,2,45,"no"
"189","P01","Foot",1177.31929999991,25,"Female",1,"Right","Lateral","Palmar","135",NA,NA,1177.31929999991,2,135,"no"
"190","P01","Foot",1072.12189999996,25,"Female",1,"Left","Lateral","Dorsal","135",NA,NA,1072.12189999996,3,135,"no"
"191","P01","Foot",653.32340000009,25,"Female",1,"Right","Up","Dorsal","0",NA,NA,653.32340000009,3,0,"no"
"192","P01","Foot",758.908400000109,25,"Female",1,"Left","Lateral","Palmar","45",NA,NA,758.908400000109,3,45,"no"
"193","P01","Foot",695.022599999902,25,"Female",1,"Right","Lateral","Dorsal","90",NA,NA,695.022599999902,3,90,"no"
"194","P01","Foot",637.696900000037,25,"Female",1,"Left","Lateral","Dorsal","90",NA,NA,637.696900000037,3,90,"no"
"195","P01","Foot",623.424999999997,25,"Female",1,"Right","Lateral","Dorsal","45",NA,NA,623.424999999997,3,45,"no"
"196","P01","Foot",752.445600000101,25,"Female",1,"Right","Medial","Palmar","270",NA,NA,752.445600000101,3,90,"no"
"197","P01","Foot",517.772599999944,25,"Female",1,"Right","Up","Palmar","0",NA,NA,517.772599999944,3,0,"no"
"198","P01","Foot",636.063599999943,25,"Female",1,"Right","Medial","Dorsal","270",NA,NA,636.063599999943,3,90,"no"
"199","P01","Foot",701.946800000087,25,"Female",1,"Right","Lateral","Palmar","90",NA,NA,701.946800000087,3,90,"no"
"200","P01","Foot",618.68480000021,25,"Female",0,"Left","Medial","Palmar","225",NA,NA,618.68480000021,3,135,"no"
"201","P01","Foot",1125.1041999999,25,"Female",1,"Left","Lateral","Palmar","135",NA,NA,1125.1041999999,3,135,"no"
"202","P01","Foot",1170.35579999992,25,"Female",1,"Right","Lateral","Dorsal","135",NA,NA,1170.35579999992,3,135,"no"
"203","P01","Foot",678.918000000067,25,"Female",1,"Right","Medial","Palmar","315",NA,NA,678.918000000067,3,45,"no"
"204","P01","Foot",696.337900000117,25,"Female",0,"Right","Down","Dorsal","180",NA,NA,696.337900000117,3,180,"no"
"205","P01","Foot",1102.15589999984,25,"Female",1,"Left","Lateral","Dorsal","45",NA,NA,1102.15589999984,3,45,"no"
"206","P01","Foot",574.925600000142,25,"Female",1,"Right","Medial","Dorsal","315",NA,NA,574.925600000142,3,45,"no"
"207","P01","Foot",814.53149999993,25,"Female",1,"Left","Lateral","Palmar","90",NA,NA,814.53149999993,3,90,"no"
"208","P01","Foot",642.739500000062,25,"Female",1,"Right","Lateral","Palmar","45",NA,NA,642.739500000062,3,45,"no"
"209","P01","Foot",705.554699999993,25,"Female",1,"Left","Up","Palmar","0",NA,NA,705.554699999993,3,0,"no"
"210","P01","Foot",770.165399999996,25,"Female",1,"Left","Medial","Palmar","315",NA,NA,770.165399999996,3,45,"no"
"211","P01","Foot",1015.00629999987,25,"Female",1,"Right","Medial","Dorsal","225",NA,NA,1015.00629999987,3,135,"no"
"212","P01","Foot",1087.22340000008,25,"Female",1,"Left","Medial","Dorsal","270",NA,NA,1087.22340000008,3,90,"no"
"213","P01","Foot",997.761899999887,25,"Female",1,"Left","Medial","Palmar","270",NA,NA,997.761899999887,3,90,"no"
"214","P01","Foot",1217.25310000011,25,"Female",1,"Left","Down","Palmar","180",NA,NA,1217.25310000011,3,180,"no"
"215","P01","Foot",806.287299999894,25,"Female",1,"Right","Down","Palmar","180",NA,NA,806.287299999894,3,180,"no"
"216","P01","Foot",992.84109999985,25,"Female",1,"Right","Lateral","Palmar","135",NA,NA,992.84109999985,3,135,"no"
"217","P01","Foot",1176.82889999992,25,"Female",1,"Left","Down","Dorsal","180",NA,NA,1176.82889999992,3,180,"no"
"218","P01","Foot",1151.00710000002,25,"Female",1,"Left","Medial","Dorsal","225",NA,NA,1151.00710000002,3,135,"no"
"219","P01","Foot",955.541399999902,25,"Female",1,"Left","Medial","Dorsal","315",NA,NA,955.541399999902,3,45,"no"
"220","P01","Foot",648.088300000154,25,"Female",1,"Right","Medial","Palmar","225",NA,NA,648.088300000154,3,135,"no"
"221","P01","Foot",728.322299999945,25,"Female",1,"Left","Up","Dorsal","0",NA,NA,728.322299999945,3,0,"no"
"222","P01","Foot",1231.63269999986,25,"Female",1,"Left","Lateral","Dorsal","135",NA,NA,1231.63269999986,3,135,"no"
